2, 50000, 100, 0.7, 0.962, 1.73, 1.3, 1.29
2, 50000, 100, 0.8, 0.944, 1.73, 1.52, 1.47
2, 50000, 100, 0.9, 0.883, 1.63, 1.45, 1.41
2, 50000, 100, 1.0, 0.935, 1.67, 1.38, 1.36
4, 50000, 100, 0.0, 0.98, 2.46, 1.38, 1.4
4, 50000, 100, 0.1, 0.985, 2.75, 1.04, 1.46
4, 50000, 100, 0.2, 0.974, 2.83, 1.52, 1.52
4, 50000, 100, 0.3, 0.974, 2.81, 1.55, 1.55
4, 50000, 100, 0.4, 0.992, 2.97, 1.29, 1.69
4, 50000, 100, 0.5, 0.995, 2.28, 1.62, 1.63
4, 50000, 100, 0.6, 0.97, 2.64, 1.48, 1.74
4, 50000, 100, 0.7, 0.964, 2.87, 2.04, 2.0
4, 50000, 100, 0.8, 0.974, 3.07, 1.8, 2.09
4, 50000, 100, 0.9, 0.981, 3.49, 2.78, 3.02
4, 50000, 100, 1.0, 0.957, 3.12, 2.68, 2.71
1, 250000, 50, 0.0, 0.996, 0.988, 0.512, 0.51
1, 250000, 50, 0.1, 1.01, 1.0, 0.517, 0.519
1, 250000, 50, 0.2, 0.989, 0.984, 0.521, 0.526
1, 250000, 50, 0.3, 0.985, 0.977, 0.554, 0.55
1, 250000, 50, 0.4, 0.981, 0.966, 0.576, 0.552
1, 250000, 50, 0.5, 0.985, 0.971, 0.667, 0.666
1, 250000, 50, 0.6, 0.987, 0.969, 0.654, 0.657
1, 250000, 50, 0.7, 0.956, 0.962, 0.659, 0.657
1, 250000, 50, 0.8, 0.948, 0.95, 0.605, 0.632
1, 250000, 50, 0.9, 0.967, 0.96, 0.861, 0.849
1, 250000, 50, 1.0, 0.973, 0.961, 0.669, 0.672
2, 250000, 50, 0.0, 0.995, 0.961, 0.498, 0.503
2, 250000, 50, 0.1, 0.997, 0.933, 0.489, 0.49
2, 250000, 50, 0.2, 0.977, 0.941, 0.528, 0.525
2, 250000, 50, 0.3, 0.987, 0.955, 0.524, 0.532
2, 250000, 50, 0.4, 0.957, 1.71, 1.03, 1.01
2, 250000, 50, 0.5, 0.959, 1.54, 0.938, 0.974
2, 250000, 50, 0.6, 0.982, 1.67, 1.08, 1.06
2, 250000, 50, 0.7, 0.977, 1.9, 1.32, 1.27
2, 250000, 50, 0.8, 0.967, 1.88, 1.52, 1.47
2, 250000, 50, 0.9, 0.754, 1.64, 1.6, 1.44
2, 250000, 50, 1.0, 0.924, 1.79, 1.51, 1.48
4, 250000, 50, 0.0, 0.997, 0.828, 0.47, 0.449
4, 250000, 50, 0.1, 0.998, 0.832, 0.467, 0.468
4, 250000, 50, 0.2, 0.988, 0.845, 0.494, 0.489
4, 250000, 50, 0.3, 0.986, 0.875, 0.519, 0.527
4, 250000, 50, 0.4, 0.985, 0.953, 0.585, 0.589
4, 250000, 50, 0.5, 0.996, 1.09, 0.682, 0.686
4, 250000, 50, 0.6, 1.04, 2.56, 1.68, 1.68
4, 250000, 50, 0.7, 0.957, 2.84, 1.93, 1.91
4, 250000, 50, 0.8, 0.99, 3.04, 1.8, 1.85
4, 250000, 50, 0.9, 0.987, 3.82, 2.81, 2.74
4, 250000, 50, 1.0, 0.954, 3.39, 2.99, 3.03
1, 750000, 10, 0.0, 0.998, 0.994, 0.504, 0.501
1, 750000, 10, 0.1, 0.996, 0.992, 0.498, 0.496
1, 750000, 10, 0.2, 0.992, 0.987, 0.51, 0.511
1, 750000, 10, 0.3, 0.993, 0.99, 0.529, 0.523
1, 750000, 10, 0.4, 0.99, 0.988, 0.545, 0.548
1, 750000, 10, 0.5, 0.982, 0.977, 0.653, 0.648
1, 750000, 10, 0.6, 0.983, 0.976, 0.637, 0.64
1, 750000, 10, 0.7, 0.944, 0.954, 0.598, 0.617
1, 750000, 10, 0.8, 0.943, 0.956, 0.629, 0.624
1, 750000, 10, 0.9, 0.964, 0.957, 0.858, 0.783
1, 750000, 10, 1.0, 0.97, 0.968, 0.682, 0.677
2, 750000, 10, 0.0, 1.0, 0.942, 0.501, 0.49
2, 750000, 10, 0.1, 1.0, 0.959, 0.492, 0.491
2, 750000, 10, 0.2, 0.988, 0.955, 0.512, 0.499
2, 750000, 10, 0.3, 0.994, 0.956, 0.534, 0.526
2, 750000, 10, 0.4, 0.978, 1.01, 0.572, 0.588
2, 750000, 10, 0.5, 0.984, 1.19, 0.685, 0.679
2, 750000, 10, 0.6, 0.98, 1.21, 0.724, 0.735
2, 750000, 10, 0.7, 0.958, 1.14, 0.735, 0.727
2, 750000, 10, 0.8, 0.956, 1.15, 0.88, 0.85
2, 750000, 10, 0.9, 0.721, 1.6, 1.48, 1.4
2, 750000, 10, 1.0, 0.924, 1.84, 1.58, 1.51
4, 750000, 10, 0.0, 0.997, 0.865, 0.468, 0.472
4, 750000, 10, 0.1, 1.0, 0.866, 0.459, 0.461
4, 750000, 10, 0.2, 0.992, 0.862, 0.469, 0.479
4, 750000, 10, 0.3, 0.992, 0.868, 0.5, 0.498
4, 750000, 10, 0.4, 0.979, 0.936, 0.55, 0.538
4, 750000, 10, 0.5, 0.982, 1.08, 0.66, 0.652
4, 750000, 10, 0.6, 0.986, 1.12, 0.704, 0.697
4, 750000, 10, 0.7, 0.953, 1.04, 0.681, 0.675
4, 750000, 10, 0.8, 0.942, 1.32, 0.779, 0.766
4, 750000, 10, 0.9, 0.977, 3.84, 2.68, 2.64
4, 750000, 10, 1.0, 0.962, 3.53, 3.11, 3.11
